"id","type","title","director","cast","country","data_added","release_year","rating","duration","duration_units","genre","plot","score","google_language","google_genre","google_plot"
"s4434","Movie","Do Dooni Chaar","Habib Faisal","Rishi Kapoor, Neetu Singh, Aditi Vasudev, Archit Krishna, Akhilendra Mishra, Natasha Rastogi, Manoj Bakshi, Supriya Shukla","India",2018-11-01,2010,"TV-PG",106,"min","Comedies, International Movies","A struggling math teacher holds down a second job to keep his family afloat. But when he receives a wedding invitation, he's determined to attend.",69,"absent","absent","The Duggal family wants to raise their standard of living. Now, it is up to the head of the family, who is a school teacher, to make the most of the opportunity that comes knocking at his door."
"s4456","Movie","Paan Singh Tomar","Tigmanshu Dhulia","Irrfan Khan, Mahie Gill, Rajendra Gupta, Brijendra Kala, Jahangir Khan, Vipin Sharma, Zakir Hussain","India",2018-11-01,2010,"TV-14",129,"min","Action & Adventure, Dramas, International Movies","Paan Singh Tomar goes from celebrated runner to star brigand and rebel when life after sports fails to unfold as planned.",84,"absent","absent","Paan Singh Tomar, an athlete, wins gold medals at the Indian National Games seven times in a row. He is forced to become a dacoit when his mother is murdered and the police do not take any action."
"s2494","Movie","Anchor Baby","Lonzo Nzekwe","Omoni Oboli, Sam Sarpong, Terri Oliver, Colin Paradine, Mark Cassius","Canada, Nigeria",2020-05-20,2010,"TV-MA",97,"min","Dramas, International Movies","A Nigerian couple living in the U.S. face agonizing fallout when they defy deportation orders with the hopes of giving their unborn child citizenship.",75,"absent","absent","A Nigerian couple living in the United States defy deportation orders in the hope of giving their unborn child a better life."
"s6277","TV Show","Behzat Ç.","","Erdal Beşikçioğlu, Fatih Artman, İnanç Konukçu, Seda Bakan, Berkan Şal, Ayça Eren, Berke Üzrek, Canan Ergüder, Ege Aydan, Eray Eserol, Hakan Hatipoğlu","Turkey",2017-05-19,2010,"TV-MA",1,"Season","Crime TV Shows, International TV Shows, TV Dramas","An Ankara homicide detective with a dark personal life and a disdain for rules and political correctness solves murders and fights police corruption.",94,"present","present","An inharmonious police team in Ankara Police Force and its discredited police chief fight crime."
"s6677","TV Show","El Clon","","Mauricio Ochmann, Sandra Echeverría, Saúl Lisazo, Roberto Moll, Geraldine Zivic, Andrea López, Juan Pablo Raba, Daniel Lugo","United States",2017-05-18,2010,"TV-14",1,"Season","Romantic TV Shows, Spanish-Language TV Shows, TV Dramas","Religion thwarted Lucas and Jade's young love. They reunite decades later, but Jade's heart is torn between the man she knew and his younger clone.",91,"absent","absent","Religion thwarted Lucas and Jade's young love. They reunite decades later, but Jade's heart is torn."
"s5955","Movie","Even the Rain","Icíar Bollaín","Luis Tosar, Gael García Bernal, Juan Carlos Aduviri, Karra Elejalde, Raúl Arévalo, Carlos Santos, Cassandra Ciangherotti, Milena Soliz, Leónidas Chiri, Vicente Romero, Daniel Currás, Pau Cólera","Spain, Mexico, France",2011-05-17,2010,"TV-MA",103,"min","Dramas, International Movies","While making a film about the incursion of Christopher Columbus in the New World, a director finds the Bolivian locals protesting modern exploitation.",83,"absent","absent","Mexican filmmakers Sebastian and Costa, shooting a film in Bolivia about the conquest by Christopher Columbus, become embroiled in controversy when their film schedule runs up against the Cochabamba protests. With local natives rising up against the privatisation of their water supply. As the production is beset by more and more problems and the riots escalate, the tension rises between the crew members.â€¦\xa0MORE"
"s2545","Movie","Action Replayy","Vipul Amrutlal Shah","Akshay Kumar, Aishwarya Rai Bachchan, Om Puri, Kiron Kher, Neha Dhupia, Rannvijay Singh, Aditya Roy Kapur, Sudeepa Singh, Randhir Kapoor, Rajpal Yadav","India",2020-05-11,2010,"TV-PG",129,"min","Children & Family Movies, Comedies, International Movies","Sick of his parents’ constant squabbling, a young man travels back in time to the onset of their romance, with plans to set them up for marital bliss.",80,"absent","absent","A son tries to revive his parents' lifeless marriage by travelling back in time to the '70s when their romance was budding. But to his surprise, it turns out to be more complex than he had expected."
"s8374","TV Show","The Jungle Book","","Emma Tate, Jimmy Hibbert, Sam Gold, David Holt, Joseph J. Terry","India, Germany, France",2019-05-11,2010,"TV-Y7",1,"Season","Kids' TV","This animated series follows young Mowgli and his animal mentors Bagheera and Baloo, who do their best to protect him from fierce tiger Shere Khan.",83,"absent","absent","Mowgli is a boy brought up in the jungle by a pack of wolves. When Shere Khan, a tiger, threatens to kill him, a panther and a bear help him escape his clutches."
"s926","TV Show","Angelina Ballerina","","","",2021-05-01,2010,"TV-Y",2,"Seasons","British TV Shows, Kids' TV","Angelina is crazy about ballet dancing, even though she's a young mouse, and studies hard with a famous teacher to become a prima ballerina.",91,"absent","absent","With the help of her mentor and dance instructor, Miss Lilly, a little mouse named Angelina hopes to become a prima ballerina, and along the way she makes many friends and experiences many adventures. Based on the books by Katharine Holabird and Helen Craig, the series also features brief live-action segments of ballet tips performed by aspiring dancers."
"s928","TV Show","Barney and Friends","","Bob West, Julie Johnson, David Joyner, Jeff Ayers, Dean Wendt, Carey Stinson, Patty Wirtz, Emilio Mazur","",2021-05-01,2010,"TV-Y",2,"Seasons","Kids' TV","Barney the purple dinosaur, Baby Bop and B.J. are still bringing smiles to kids' faces with their nonstop adventures, stories, games and guests.",78,"absent","absent","Barney, America's favorite purple dinosaur, and his young friends share adventures featuring songs, dances and games that make learning fun. Barney and his dino-pals, Baby Bop, BJ and Riff are joined by a cast of children. The series focuses on caring, sharing and learning."
"s933","Movie","Green Zone","Paul Greengrass","Matt Damon, Greg Kinnear, Brendan Gleeson, Amy Ryan, Khalid Abdalla, Jason Isaacs, Said Faraj, Michael O'Neill, Igal Naor, Raad Rawi","United Kingdom, France, Spain, United States",2021-05-01,2010,"R",115,"min","Action & Adventure","A US Army officer uncovers a conspiracy about weapons of mass destruction in Iraq, launching a crusade that creates enemies within his own military.",87,"absent","absent","During the US-led occupation of Baghdad in the early days of the Iraqi war, officer Roy Miller leads a team of professionals to find weapons of mass destruction."
"s6777","Movie","For Colored Girls","Tyler Perry","Kimberly Elise, Janet Jackson, Loretta Devine, Thandie Newton, Anika Noni Rose, Kerry Washington, Tessa Thompson, Phylicia Rashad, Whoopi Goldberg, Omari Hardwick, Macy Gray, Michael Ealy, Richard Lawson, Hill Harper, Khalil Kain","United States",2020-05-01,2010,"R",134,"min","Dramas","This adaptation of Ntozake Shange's play consists of a series of poetic vignettes that explore the lives of modern African American women.",74,"absent","absent","This movie portrays the different stories of African American women. It deals with issues and problems faced by women based on a collection of 20 poems by Ntozake Shange."
"s7036","Movie","I Am","Onir","Juhi Chawla, Rahul Bose, Nandita Das, Sanjay Suri, Manisha Koirala, Purab Kohli, Shernaz Patel, Abhimanyu Singh, Arjun Mathur, Radhika Apte","India, Japan",2019-03-04,2010,"TV-MA",106,"min","Dramas, Independent Movies, International Movies","Four individuals in modern India grapple with their identities amid social taboos, trauma and brutal sexual discrimination in this quartet of stories.",59,"absent","present","A compilation of stand-alone dramas centered around the stories of different women and their perspectives on life."
"s8639","Movie","Tucker and Dale vs. Evil","Eli Craig","Tyler Labine, Alan Tudyk, Katrina Bowden, Jesse Moss, Philip Granger, Brandon Jay McLaren, Christie Laing, Chelan Simmons, Travis Nelson, Alex Arsenault","Canada, United States, India, United Kingdom",2019-03-29,2010,"R",89,"min","Comedies, Horror Movies, Independent Movies","Expecting to relax at their ""vacation"" cabin, two backwoods boys see their trip turn into a nightmare when they're accused of being psychotic killers.",92,"absent","absent","Tucker and Dale decide to go on a vacation to their cabin in the mountains. Their vacation takes a nasty turn when they are mistaken for chainsaw killers by a group of college students."
"s1180","TV Show","Mighty Morphin Power Rangers","","Austin St. John, Thuy Trang, Walter Jones, Amy Jo Johnson, David Yost, Jason David Frank, Johnny Yong Bosch, Karan Ashley, Steve Cardenas, Catherine Sutherland, Paul Schrier, Jason Narvy, David Fielding, Richard Steven Horvitz, Barbara Goodson","United States, Japan",2021-03-20,2010,"TV-Y7",4,"Seasons","Kids' TV","Five average teens are chosen by an intergalactic wizard to become the Power Rangers, who must use their new powers to fight the evil Rita Repulsa.",85,"absent","absent","A group of teenagers are chosen by Zordon to become rangers and defend Angel Grove and the planet from all manners of sinister threats."
"s6440","Movie","Chal Dhar Pakad","Aatmaram Dharne","Nagesh Bhonsle","India",2018-03-15,2010,"TV-14",129,"min","Comedies, Dramas, International Movies","After her fat-shaming husband brings home a new lover, a wife in Maharashtra recruits a group of women to challenge him in a kabaddi match.",85,"absent","absent","Bhujangrao, a kabaddi champion, gets attracted to another woman after his wife becomes fat. However, things take a turn after his wife challenges him to a match of Kabbadi to regain her self-respect."
"s6908","Movie","Haapus","","Makarand Anaspure, Madhura Velankar, Subodh Bhave","India",2018-03-15,2010,"TV-14",138,"min","Comedies, Dramas, International Movies","The son of an astrologer faces opposition from his superstitious father regarding his scheme of launching a mango business.",80,"present","absent","Ajit is at loggerheads with his father, Anna, who stops him from trading mangoes because of some astrological reasons. Things get tough as a corrupt trader does not want Ajit to enter the market."
"s7096","Movie","Irada Pakka","Kedar Shinde","Smita Jaykar, Siddarth Jadhav","India",2018-03-15,2010,"TV-14",137,"min","Comedies, Dramas, International Movies","Bored in their happy marriage, a couple decides to spice things up by fighting more, but their game takes the relationship on an unexpected path.",77,"absent","absent","Rohit and Adhya, a married couple, decide to play a game that transforms their life after they become bored with their monotonous life."
"s7266","Movie","Lalbaug Parel: Zali Mumbai Sonyachi","Mahesh Manjrekar","Sachin Khedekar, Seema Biswas, Ankush Chaudhari, Satish Kaushik, Siddarth Jadhav, Shashank Shende, Sameer Dharmadhikari, Karan Patel, Veena Jamkar, Kashmira Shah","India",2018-03-15,2010,"TV-MA",145,"min","Dramas, International Movies","Industrial workers struggle against the greed of their employers and the apathy of the government toward the conditions in which they live and work.",72,"absent","absent","A mill owner decides to shut down his business and construct a shopping complex instead. Following this, the jobless mill workers are tragically silenced when they try to raise their voices."
"s7873","TV Show","Rishta.com","","Shruti Seth, Kavi Shastri, Siddhant Karnick, Kavin Dave","India",2018-03-15,2010,"TV-14",1,"Season","International TV Shows, Romantic TV Shows, TV Comedies","Partners at an Indian matrimonial agency face endlessly challenging and often impossible demands as they help clients make the perfect match.",97,"absent","absent","Four friends, Isha, Rohan, Huzeifa and Ruchika, run a marriage portal to unite the matches made in heaven. However, they also have to meet the clients' demands while dealing with their own problems."
"s6045","TV Show","A Man Called God","","Song Il-gook, Han Chae-young, Kim Min-jong, Go Eun Han, Jung Hoon Lee, Nam Da-Reum, Yoo In-young","South Korea",2019-03-12,2010,"TV-14",1,"Season","Crime TV Shows, International TV Shows, Korean TV Shows","Raised in America, government agent Choi Kang-Ta returns to Korea with the skills of an assassin and a thirst for revenge on his father’s killers.",93,"absent","absent","After the suspicious death of his parents, Choi Kang-ta is adopted and grows up in the US, eventually joining the President's secret service. He eventually goes back to Korea to learn more about his parent's death and to seek revenge."
