"id","type","title","data_added","release_year","rating","duration","duration_units","plot","score","google_language","google_genre","google_plot"
"s1983","Movie","Anaamika","2020-09-17",2014,"TV-14",130,"min","As a woman scours Hyderabad for her missing husband, she becomes entangled in a conspiracy that suggests there’s more to the mystery than meets the eye.",41,"present","absent","A desperate IT professional arrives in Hyderabad to find the whereabouts of her missing husband. Soon, with the help of a supportive police officer, she begins to unravel a dark conspiracy."
"s1987","Movie","Nee Enge En Anbe","2020-09-17",2014,"TV-14",137,"min","As a woman scours Hyderabad for her missing husband, she becomes entangled in a conspiracy that suggests there’s more to the mystery than meets the eye.",41,"present","absent","A desperate IT professional arrives in Hyderabad to find the whereabouts of her missing husband. Soon, with the help of a supportive police officer, she begins to unravel a dark conspiracy."
"s6188","Movie","As Above, So Below","2018-09-16",2014,"R",93,"min","A beautiful tomb raider and her crew hunt for treasure in the catacombs of Paris and find themselves in a hellish underworld.",87,"present","absent","Scarlett Marlowe's pursuit for the philosopher's stone turns into a nightmare when her exploration group begins to encounter supernatural experiences while descending into the Catacombs of Paris."
"s51","TV Show","Dharmakshetra","2021-09-15",2014,"TV-PG",1,"Season","After the ancient Great War, the god Chitragupta oversees a trial to determine who were the battle's true heroes and villains.",84,"present","absent","After the end of the war at Kurukshetra, the Kauravas and Pandavas are judged on the basis of their karma. Accordingly, the warriors either go to heaven or hell."
"s67","TV Show","Raja Rasoi Aur Anya Kahaniyan","2021-09-15",2014,"TV-G",1,"Season","Explore the history and flavors of regional Indian cuisine, from traditional Kashmiri feasts to the vegetarian dishes of Gujarat.",96,"absent","present","Food enthusiasts provide information about the local cuisines in several regions of India and the extravagant culinary traditions of Indian royalty."
"s6133","TV Show","America's Book of Secrets","2019-09-15",2014,"TV-14",1,"Season","This engaging documentary series shares the surprising backstories of familiar institutions like the Pentagon, West Point and the Playboy Mansion.",82,"absent","absent","Journalists and law enforcement officials reveal secrets linked to America's past, which were previously not exposed to the public."
"s5898","Movie","Cowspiracy: The Sustainability Secret","2015-09-15",2014,"TV-PG",90,"min","Learn how factory farming is decimating the planet's natural resources – and why this crisis has been largely ignored by major environmental groups.",93,"absent","absent","Follow the shocking, yet humorous, journey of an aspiring environmentalist, as he daringly seeks to find the real solution to the most pressing environmental issues and true path to sustainability."
"s2011","Movie","How to Train Your Dragon 2","2020-09-11",2014,"PG",102,"min","Hiccup, Toothless and a mysterious dragon rider join forces to protect the island of Berk from a power-hungry warrior with a dragon army of his own.",88,"absent","absent","Hiccup and Toothless are faced with the threat of Drago, a dragon trapper, bent on capturing and dominating over all dragons. However, they are determined to defeat him and restore peace on Berk."
"s8311","Movie","The Forgotten","2017-09-11",2014,"TV-MA",89,"min","After a teenager goes to live with his father in abandoned public housing, he hears strange noises and decides to investigate with his new friend.",74,"absent","absent","A grieving mother tries to cope with the loss of her son. She is stunned when her psychiatrist and her husband tell her that she's hallucinating, but she is determined to prove them wrong."
"s141","Movie","El patrón, radiografía de un crimen","2021-09-01",2014,"TV-MA",100,"min","A lawyer defends an illiterate man whose exploitation by a cruel boss while working as a butcher in Buenos Aires led to tragedy. Based on a true case.",82,"absent","absent","A humble man gets a job in a butcher shop and the sinister owner slowly pressures him into a life of slavery, leading to tragedy."
"s179","Movie","The Interview","2021-09-01",2014,"R",112,"min","Seth Rogen and James Franco star in this provocative comedy about two journalists recruited by the CIA after they arrange an interview with Kim Jong-un.",84,"absent","absent","Aaron and Dave, who run a popular late-night show, get a chance to interview Kim Jong-un. The CIA decides to take advantage of the opportunity and devices a plan to assassinate the infamous dictator."
"s7527","Movie","Muppets Most Wanted","2020-09-01",2014,"PG",110,"min","In the middle of their global tour, the Muppets inadvertently get mixed up in a perilous drama involving a gang of international jewel thieves.",73,"absent","absent","The Muppets set out on a global tour, performing in locations that include Berlin, Madrid, Dublin and London. Just after they perform in Berlin, they find themselves involved in a jewel heist."
"s3543","Movie","Olmo & the Seagull","2019-09-01",2014,"TV-MA",82,"min","A pregnancy forces an actress out of her latest play and into a difficult confrontation with her own rapidly transforming reflection.",67,"absent","absent","A stage actress preparing for a role discovers she is pregnant and thinks she can still perform, until a setback threatens her pregnancy. As her career hits a standstill, her desire for freedom clashes with the limitations her body puts on her."
"s8597","TV Show","Tip the Mouse","2017-09-01",2014,"TV-Y",1,"Season","In his tiny meadow village, curious little mouse Tip enjoys fun and adventure while learning about the world with his furry friends and family.",72,"absent","absent","In his tiny village on the meadow, the small, curious mouse Tip experiences fun and adventure while becoming wiser about life with his friends and family. Join Tip The Mouse and family on their adventures!"
"s6654","Movie","Dukhtar","2016-09-01",2014,"TV-14",93,"min","A young mother embarks on a desperate quest for freedom when she kidnaps her 10-year-old daughter to save her from a tribal marriage.",86,"present","absent","In the mountains of Pakistan, villagers hunt a mother, son and daughter after they flee on the eve of the girl's marriage to a tribal leader."
"s8553","Movie","The Water Diviner","2019-10-07",2014,"R",111,"min","Years after the presumed death of his three sons in battle, a grieving farmer journeys to Turkey to find them and return them to their homeland.",87,"absent","absent","Joshua Connor's three sons are presumed dead in the Battle of Gallipoli. After his wife commits suicide, Connor goes to Turkey to find the bodies of his three sons to bury them with their mother."
"s6400","Movie","Cahaya Dari Timur Beta Maluku","2018-10-05",2014,"TV-14",151,"min","After witnessing a child’s death during a violent clash, a former soccer player launches a youth team to help local kids avoid further bloodshed.",87,"absent","absent","Sani Tawainella, a former soccer player, founds a prominent youth club in Indonesia to help children avoid religious conflicts."
"s6143","Movie","American Heist","2019-10-23",2014,"R",95,"min","An ex-con is just getting his life back on track when his older brother is released from prison and drags him into the underworld for one final heist.",60,"absent","absent","Frankie, the elder brother of James, takes the blame for a heist they committed together. Later, after releasing from prison, Frankie tries to pull James back into the world of crime."
"s8327","Movie","The Gospel of John","2018-10-20",2014,"TV-14",161,"min","In the first of four word-for-word film adaptations, Aramaic-speaking actors re-create the stories of Jesus' life from the fourth gospel.",95,"absent","absent","A portrayal of the life of Jesus Christ, a first-century Jewish preacher and religious leader, as recounted by John in his Gospel, which is the fourth among the canonical gospels."
